url,type,name,http_status,is_self_canonical,canonical_found,is_index_allowed,is_server_rendered,title,has_desc,schema_valid,overall_status
https://collectibles.uy/producto/ahab-ultimate-predator-depredador-neca-4759,PRODUCT,"Ahab Ultimate Predator Depredador Neca",200,YES,https://collectibles.uy/producto/ahab-ultimate-predator-depredador-neca-4759,YES,YES,"Ahab Ultimate Predator Depredador Neca | Collectibles Uruguay",YES,YES,PASS
https://collectibles.uy/producto/tyrant-resident-evil-10th-a-nniversary-player-select-neca-2380,PRODUCT,"Tyrant Resident Evil 10th A Nniversary Player Select Neca",200,YES,https://collectibles.uy/producto/tyrant-resident-evil-10th-a-nniversary-player-select-neca-2380,YES,YES,"Tyrant Resident Evil 10th A Nniversary Player Select Neca | Collectibl",YES,YES,PASS
https://collectibles.uy/marca/rongdafreng,BRAND,"Rongdafreng",200,YES,https://collectibles.uy/marca/rongdafreng,YES,YES,"Rongdafreng en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/producto/funko-pop-street-sharks-ripster,PRODUCT,"Funko Pop! Street Sharks Ripster",200,YES,https://collectibles.uy/producto/funko-pop-street-sharks-ripster,YES,YES,"Funko Pop Street Sharks Ripster | Collectibles | Collectibles Uruguay",YES,YES,PASS
https://collectibles.uy/producto/funko-pop-kpop-demon-hunters-rumi,PRODUCT,"Funko Pop! Kpop Demon Hunters - Rumi",200,YES,https://collectibles.uy/producto/funko-pop-kpop-demon-hunters-rumi,YES,YES,"Funko Pop Rumi | KPop Demon Hunters | Collectibles | Collectibles Urug",YES,YES,PASS
https://collectibles.uy/marca/figma,BRAND,"Figma",200,YES,https://collectibles.uy/marca/figma,YES,YES,"Figma en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/marca/funrise,BRAND,"Funrise",200,YES,https://collectibles.uy/marca/funrise,YES,YES,"Funrise en Uruguay | Collectibles",YES,YES,PASS
https://collectibles.uy/producto/figura-chucky---tiffany-pack-doble-bride-of-chucky-neca-6773,PRODUCT,"Figura Chucky & Tiffany Pack Doble Bride Of Chucky Neca",200,YES,https://collectibles.uy/producto/figura-chucky---tiffany-pack-doble-bride-of-chucky-neca-6773,YES,YES,"Figura Chucky &amp; Tiffany Pack Doble Bride Of Chucky Neca | Collecti",YES,YES,PASS
https://collectibles.uy/producto/fifa-world-cup-2026-mascota-de-ee-uu-clutch-25cm,PRODUCT,"Fifa World Cup 2026! Mascota de EE.UU - Clutch 25cm",200,YES,https://collectibles.uy/producto/fifa-world-cup-2026-mascota-de-ee-uu-clutch-25cm,YES,YES,"Clutch | Collectibles | Collectibles Uruguay",YES,YES,PASS
https://collectibles.uy/producto/boar-ultimate-predator-2-depredador-neca-7057,PRODUCT,"Boar Ultimate Predator 2 Depredador Neca",200,YES,https://collectibles.uy/producto/boar-ultimate-predator-2-depredador-neca-7057,YES,YES,"Boar Ultimate Predator 2 Depredador Neca | Collectibles Uruguay",YES,YES,PASS
https://collectibles.uy/producto/funko-pop-spiderman-symbiote-suite,PRODUCT,"Funko Pop! Spiderman Symbiote Suite ",200,YES,https://collectibles.uy/producto/funko-pop-spiderman-symbiote-suite,YES,YES,"Funko Pop Spider Man Simbionte | Spiderman | Collectibles | Collectibl",YES,YES,PASS
https://collectibles.uy/producto/feral-ultimate-predator-depredador-prey-neca-dmg-box-5406,PRODUCT,"Feral Ultimate Predator Depredador Prey Neca Dmg Box",200,YES,https://collectibles.uy/producto/feral-ultimate-predator-depredador-prey-neca-dmg-box-5406,YES,YES,"Feral Ultimate Predator Depredador Prey Neca Dmg Box | Collectibles Ur",YES,YES,PASS
https://collectibles.uy/producto/high-score-chica-five-nights-freddy-s-special-delivery-funko-8346,PRODUCT,"High Score Chica Five Nights Freddy´s Special Delivery Funko",200,YES,https://collectibles.uy/producto/high-score-chica-five-nights-freddy-s-special-delivery-funko-8346,YES,YES,"High Score Chica Five Nights Freddy´s Special Delivery Funko | Collect",YES,YES,PASS
https://collectibles.uy/producto/marvel-legends-hawkeye-kate-bishop,PRODUCT,"Marvel Legends! Hawkeye - Kate Bishop",200,YES,https://collectibles.uy/producto/marvel-legends-hawkeye-kate-bishop,YES,YES,"Marvel Legends Kate Bishop | Marvel | Collectibles | Collectibles Urug",YES,YES,PASS
https://collectibles.uy/producto/kit-de-50-sobres-de-panini-super-mario-it-s-a-me-mario-super-mario,PRODUCT,"Kit De 50 Sobres De Panini Super Mario (it's A Me, Mario) Super Mario",200,YES,https://collectibles.uy/producto/kit-de-50-sobres-de-panini-super-mario-it-s-a-me-mario-super-mario,YES,YES,"SUPER MARIO | Collectibles | Collectibles Uruguay",YES,YES,PASS
